LATITUDE,LONGITUDE,COUNT
38.819380588485295,-77.008912748527,10
38.820209493335206,-77.0070934325759,1
38.8204614850786,-77.0103753332952,1
38.8206687920837,-77.00902806316509,5
38.82069591169579,-77.00771531200891,1
38.8208041466834,-77.0053316341371,3
38.8212454597902,-77.0072317212326,3
38.8212635283254,-77.0063450309018,3
38.821308395753704,-77.0090051130429,7
38.821623512978604,-77.011089465643,18
38.821624026768205,-77.0017503621867,19
38.8216317373644,-77.01749210832119,2
38.8220384294454,-77.00028789018809,1
38.822739911039704,-77.01659415353541,4
38.8227409605159,-77.0055160302716,4
38.822840118036,-77.0039268662501,13
38.8229212441506,-77.0019461617303,3
38.8235965573052,-77.0088902429937,21
38.8237680529326,-76.9990326655392,3
38.8239746277687,-77.01206868393291,1
38.8241914281782,-76.9974895218726,1
38.824380228355395,-77.0097194914915,4
38.8243806262341,-76.9987332416255,1
38.8245516593256,-77.00560829823871,1
38.824803371001,-77.0124143055986,4
38.8250832849143,-77.00145102841559,8
38.8251191682109,-77.0061035352956,1
38.825190952564604,-77.01016873036,8
38.825389538679104,-76.9968215431722,1
38.8254436278759,-76.99892899743179,1
38.8255965632797,-77.0070594191507,3
38.8256057705399,-76.9981458945697,3
38.8256411403329,-77.0125871940703,1
38.825758929226,-76.9998963541325,11
38.8260464475494,-77.0132552082437,2
38.8260467141444,-77.01065253488791,1
38.8260471921449,-76.99861804952191,1
38.8264525261636,-77.0035930916389,16
38.8265239704065,-77.0125873496859,1
38.826596709989204,-77.00127831402921,3
38.826614598055,-76.99436850705159,9
38.8269117636403,-77.00763536884341,2
38.826911822263604,-77.0066795081924,1
38.826920881527,-77.00572364826209,2
38.826992603446705,-77.01065267599309,4
38.8273887834213,-77.01258750212929,1
38.8277853486586,-77.01065279425559,4
38.8277856642105,-77.0063110608317,2
38.827785799054,-76.99710934987091,5
38.8277858252501,-76.9985028505304,15
38.8278578329867,-76.99596920890059,5
38.8280290620591,-77.0005758286805,13
38.8282265696748,-77.0125991664178,2
38.828488242501,-77.007681604003,5
38.8284883469251,-77.0058850069706,3
38.8285242491409,-76.9919153092505,4
38.828650147742295,-77.0108026400304,1
38.8286956714216,-77.0020845192832,8
38.8291187859624,-77.00839571029759,5
38.8291274299295,-77.0124726411089,1
38.8291909585416,-77.0067833722373,4
38.829199916616105,-76.99239893677529,9
38.829200023781794,-76.99427616905079,3
38.829200079477204,-76.99555452968309,5
38.829200134344,-76.99736266139091,7
38.8292001632341,-76.99953932950051,6
38.829623427251704,-76.994391303419,1
38.8296415775322,-77.0005758416841,2
38.829677218512295,-77.0095935272632,1
38.8297043854014,-77.0076817348317,4
38.8297044892459,-77.00589662404451,2
38.8298124653105,-76.99199578142509,4
38.8299838449497,-77.0036047862221,3
38.8300739230089,-76.99618790496879,15
38.830073984357796,-76.999539323863,2
38.830208915095504,-77.0067834689413,2
38.83020893971221,-76.99365417421471,2
38.830262707835494,-76.98969234417059,1
38.8305146973437,-77.01280687569329,2
38.830515398595,-77.000575848731,3
38.8306322022241,-76.9915234928019,1
38.830641313937605,-76.9930898030361,2
38.8307042257954,-77.0090638830096,2
38.8307044287907,-77.00589670661971,2
38.830803418044,-77.00768185306599,8
38.830947756144795,-76.99657943782559,5
38.830947805361,-76.9995393182255,5
38.8309567814541,-77.0027871250867,2
38.8309568074775,-77.0013014261772,2
38.831073332379,-77.0117589229994,1
38.83107382923121,-77.00472199652509,4
38.83146068812871,-76.98816039332,7
38.831460991612,-77.0083268829318,3
38.8314701742492,-76.99464453518941,1
38.8315780156392,-77.0094555768934,1
38.8316231553286,-76.9918343383039,11
38.831623292598294,-77.00588526534841,1
38.8317403196849,-77.0073479558663,1
38.8319653710659,-76.9904407169342,2
38.8319837398623,-76.9969594561754,1
38.8320376132044,-76.9928823579435,3
38.832046747323,-77.0046184058707,5
38.8321279134355,-77.0005758617355,5
38.83217245717721,-76.9891968270778,2
38.8323614987545,-76.9878147257787,4
38.832469944248,-77.00825789685442,16
38.8324971388986,-76.9946444581635,1
38.8325239511031,-76.9911431973702,4
38.832559973489204,-77.0090065320559,18
38.832623198178204,-77.0065188000684,2
38.832703874382894,-76.9883444644251,3
38.832730705179,-76.98653623891359,3
38.8328843235853,-76.9916038469403,1
38.8329022309659,-76.9901987269555,5
38.833010656712496,-77.0045148118236,3
38.8330107437085,-76.9997235829493,2
38.833019556018705,-76.993227781417,5
38.8332089036477,-76.9975122396397,7
38.8333523915894,-76.98745751627379,2
38.8333888419713,-76.99224876415009,1
38.8336314126369,-76.98538432133701,6
38.8336498975861,-76.9897839950339,9
38.8336771516224,-77.0071408404621,2
38.833731320580796,-77.004837347206,1
38.8337402808949,-77.0058854398406,1
38.833893461063,-76.9948862213409,1
38.8340644449154,-76.9917879889228,1
38.834091711725705,-77.0033285723772,1
38.8345151425537,-76.9981802160749,2
38.8345865810507,-76.9877452402576,4
38.834668019675796,-77.0080969040513,3
38.8347403213829,-77.003305567302,3
38.834821262900896,-77.0065074830802,1
38.8348843591626,-76.9941950896103,7
38.8351088884129,-76.98610963498591,2
38.8351456003923,-77.0058855556793,1
38.835145649015296,-77.0048259253048,7
38.835253317768704,-76.9888508287614,1
38.8355776995036,-76.98969157687091,2
38.83557812061,-77.00282185885649,2
38.835614171931,-77.0019695432982,1
38.8356586738455,-76.9885973737693,1
38.835892818169796,-76.98784867663879,2
38.8360642976365,-76.9914422228176,1
38.83607324326879,-76.99062445289191,1
38.836100584421395,-77.0037663452995,1
38.836235513095296,-76.9922254193153,2
38.836361678247705,-76.9929625523093,2
38.836676816236704,-76.99070499941509,1
38.836857150853895,-77.00691079855359,1
38.8369369086099,-76.9811450167678,8
38.8370464988803,-77.0028219168908,3
38.83706446827,-77.0043653337593,3
38.8372891430288,-76.9879866558052,1
38.8372984050893,-76.9907740269061,5
38.8377491909909,-77.00057590707421,1
38.8379743767386,-76.9974890372367,2
38.8379833568785,-77.0035936719302,2
38.8386409241704,-76.9950471372999,2
38.838721976013495,-77.00549422834929,3
38.8388481721614,-76.9965329860469,1
38.8390373195065,-77.0043654543839,3
38.8393345037185,-76.993584252733,3
38.8394247631319,-77.00057592059,8
38.8394516737951,-76.9947936759012,3
38.8395146790155,-77.0063005791945,4
38.83952343227929,-76.9900365600038,11
38.83971302477829,-76.9984565265869,13
38.840100397350504,-76.99951622212629,1
38.84010929975479,-76.9950009613461,2
38.8402353506743,-76.9936187274085,1
38.8403250446764,-76.9885159985954,3
38.8403882734451,-76.9903935148987,1
38.8404245683132,-77.00559802653109,1
38.8404958621245,-76.9854405089983,11
38.8406408093368,-77.0047341478859,1
38.84067644015771,-76.9892070589021,3
38.840847920167604,-77.00647347647471,1
38.8408660524084,-77.003870264496,3
38.841091187973795,-77.0057132656076,1
38.841127360168,-77.0005759343244,1
38.84112736058629,-76.9995162151674,2
38.841343185921104,-76.9906007233943,1
38.841368184909996,-76.97630598170241,1
38.8414244771066,-76.9938259583431,5
38.8415147108615,-77.00180844359059,4
38.8416401504384,-76.9872832787371,6
38.8416583695361,-76.9892990606369,1
38.8418117322784,-76.9920405113279,4
38.8418750459713,-76.998018765175,2
38.841875062776204,-77.0000460752285,1
38.841982545882004,-76.9879858660478,2
38.8422353676688,-77.0027760465273,6
38.842405777830294,-76.9864768198603,10
38.8424606108494,-76.99951620613291,1
38.8424876269868,-76.9984564666016,2
38.8425411229278,-76.9885156421247,2
38.842820593205104,-76.9908769839181,3
38.8428299532422,-77.0010712633907,3
38.842891542224706,-76.9814429373856,1
38.8429380066405,-77.0035132884814,2
38.842956827471106,-76.99522864392542,4
38.8429649358593,-76.99410228071551,2
38.8429826675905,-76.9899324063637,1
38.8430821901448,-76.9989748088319,2
38.843262319636295,-76.9967977093947,4
38.8433962985688,-76.9833204117869,2
38.843424208539204,-76.9915334930396,2
38.8434514588448,-76.99562275664,1
38.8435316987752,-76.98535925635441,1
38.843640587314404,-76.9944708358437,1
38.8436497225056,-76.9990093579625,5
38.843676012109206,-76.9868567094777,3
38.8437195048923,-76.9768811565825,1
38.84375781162289,-77.00195824885309,1
38.8437933521181,-76.9890913965216,2
38.843862838518,-76.9731373934761,3
38.8438820428946,-76.97891999018441,4
38.8439019613822,-77.0006450715129,1
38.843908310037705,-76.975072591155,3
38.8439197622804,-76.9928696541709,2
38.8440100565856,-77.0013592598888,1
38.844019072079504,-76.99955075303092,1
38.844054836125004,-76.9920517804008,2
38.8441091433786,-76.9981914906886,10
38.84421692173721,-76.991130227553,4
38.844233145329795,-76.97769885259301,5
38.8442797517365,-76.98850384324409,2
38.8443432571934,-76.99471268473559,1
38.8444593885708,-76.9839882784177,1
38.8444671089294,-76.9763971070019,2
38.844478483720295,-76.9978459045168,2
38.844487044474604,-76.9895520596703,8
38.8446737837994,-76.9739549557383,1
38.8446766892873,-76.9998732881492,8
38.8446934763888,-76.98305516568891,4
38.8447647798863,-76.9784244007635,2
38.8448288811993,-76.98509404679959,1
38.8449987695808,-76.9772148023424,3
38.845044921526,-76.9838729539043,1
38.8450723144098,-76.9867988557961,6
38.8450820215014,-76.996659395875,3
38.8450820589427,-77.0015551088173,6
38.845093446687,-76.99401513395951,1
38.8451539134016,-77.0072226237839,4
38.8451594436615,-76.9706026513177,1
38.8452243567225,-76.9792306162187,2
38.845268650981396,-76.9753831387498,1
38.845289230747,-76.9972353540793,8
38.8454220479186,-76.97661565949691,2
38.845494414467,-76.9781592342486,3
38.845532490735,-77.00040317890391,2
38.845575842376704,-76.9801290275147,2
38.845621581012395,-76.9847598183445,1
38.845622504627,-76.9959221282293,2
38.845655435953105,-76.97277961700941,10
38.845663752175,-76.9699573561834,1
38.845685539869706,-77.0047114435793,4
38.845711790565204,-77.0142495302485,1
38.845829767972795,-76.9993088332867,8
38.845855689271495,-76.9839303679978,4
38.845856752047794,-76.9968206319164,10
38.8458632251232,-76.97546356988309,1
38.8459179758836,-76.979057622527,2
38.8459558562782,-77.00273011333991,4
38.84608078651971,-76.9831239533147,4
38.8462784929593,-76.98008275386191,3
38.846305100262704,-76.9777673224705,3
38.8463342326869,-76.998467902959,8
38.8463660701849,-76.99118675182241,1
38.8464569157102,-76.9716388762588,5
38.8465309715677,-76.981557186925,28
38.8465660875453,-76.97645401084951,2
38.846667532994104,-77.0022693573401,2
38.8467188945943,-76.97484121797491,1
38.8467737341134,-76.97881545992891,4
38.8468260342237,-76.9707171610914,1
38.846829643194496,-76.99614093179979,11
38.8468465986626,-76.98379190962909,2
38.847000848311296,-76.9978919069429,2
38.8470148655872,-76.96936928609679,7
38.847081882157205,-77.0037784443047,2
38.847168989488004,-76.9733665426426,3
38.8472514648899,-76.9804395923249,1
38.8472621001534,-77.0016703530706,3
38.8476660639555,-76.981741209545,1
38.847781223160794,-76.9719148243885,8
38.8477845164587,-77.0044581473732,2
38.847784533540604,-76.996014162813,1
38.8478088733897,-76.97464499783301,11
38.8478836898099,-77.0010367798988,2
38.8479357722897,-76.97853864023949,5
38.848054807931106,-76.99669381617471,1
38.848133492833,-76.9761424587957,14
38.8481346381326,-76.9826281156345,1
38.8481611123688,-76.9792528014419,1
38.8482220775725,-76.96967980356841,1
38.8482932990892,-76.96658093542909,10
38.848332686599896,-76.9817295191922,1
38.8483748130189,-76.9681475977726,2
38.8485232331298,-77.0037554808345,3
38.848577342317,-77.0006566336496,4
38.848775460956794,-76.9959910676438,1
38.8488384768025,-77.0051148492465,1
38.8488725141406,-76.977812602618,1
38.8490888839485,-76.97871109314279,2
38.8491420186131,-76.9741722051382,1
38.8494126838479,-76.9761074712117,4
38.8495577163235,-76.98099192264729,1
38.849612181168794,-76.9837336814257,4
38.849657038171394,-76.9824549442088,1
38.8496841284505,-76.9828927001119,1
38.8497272260233,-76.9726743837028,12
38.84977073202,-76.9667530449992,2
38.8498542571874,-76.9769022099755,5
38.8499992437908,-76.9817060524138,2
38.850025871051706,-76.9793213802098,2
38.8502337063523,-76.9833303343378,2
38.8503504624034,-76.9810147519082,3
38.850386947977796,-76.98403302958201,1
38.850440759909205,-76.982374110258,2
38.8505206453765,-76.97573845389309,2
38.8505290677736,-76.973065763701,5
38.8505743675069,-76.974206247532,2
38.850662484686396,-76.9664646240242,2
38.850662905289504,-76.9679622531931,1
38.8506762385793,-76.99592183953291,11
38.8507741592191,-76.9829615603458,1
38.850791980644296,-76.9816712885177,1
38.8508447289352,-76.97470152080341,9
38.851024740647794,-76.9739871993994,3
38.8510617186636,-76.9786413830454,4
38.8511350421381,-76.98723550606509,2
38.851179240239,-76.9810260517958,4
38.851256793306,-76.96561184101209,8
38.8512686649752,-76.9773280042753,1
38.8513023478015,-76.9673974700811,4
38.85143165265121,-76.9821434586009,5
38.8515537650733,-76.9645863850407,12
38.851621210958,-76.98483918010241,1
38.851637691166395,-76.9757380742365,1
38.851654716160205,-76.9713603218838,10
38.851702139598,-76.9837447255755,3
38.8517442612237,-76.9692405323066,9
38.851765582491105,-76.98678609758879,2
38.8521424852035,-76.9773392472054,1
38.8522756425588,-76.9688025248589,1
38.8523931369188,-76.97027709815241,1
38.8523955812541,-76.9823160250475,14
38.8524643710004,-76.96716652901969,1
38.8529954443932,-76.9656916476395,3
38.853006070789704,-76.9717284390228,1
38.8531300750886,-76.96404413367449,45
38.853546455598796,-76.9712328352802,4
38.8535469270505,-76.9732143939655,1
38.8536988505622,-76.96834107421,1
38.854078192877395,-76.9722234077992,14
38.8541710084736,-76.98843312547659,12
38.8542115824066,-76.9656910631185,1
38.8542916620159,-76.9624536765428,1
38.8544463542964,-76.9676264508142,7
38.854494624617296,-76.9828454638404,1
38.8545378489874,-76.9731909804199,1
38.8545535933791,-76.96465402187941,3
38.8545642444446,-76.9705757363437,4
38.85471110424871,-76.984850044705,2
38.8548723560111,-76.9790319535807,1
38.8549682632588,-76.96559853205301,2
38.8550225586136,-76.9664395337438,3
38.855151893909294,-76.9806332835053,3
38.855158169004,-76.96816761269359,4
38.8551605037847,-76.97836365375859,1
38.855183200125104,-76.9615430520884,1
38.8551980910686,-76.9897348272031,6
38.8553811557757,-76.96085168617559,1
38.8554992527128,-76.96391620918371,4
38.855716526600204,-76.967568269531,1
38.8557348206858,-76.96858211312909,2
38.8558380551256,-76.99552982856599,4
38.855860372086795,-76.9665428294114,7
38.855895184301296,-76.96252195949529,6
38.8559128750932,-76.9615196168151,1
38.8559344090654,-76.97431952138129,5
38.856123193102796,-76.97259128742591,7
38.8561481960093,-76.9650219078146,1
38.856232837568896,-76.98022975086771,1
38.856233048944,-76.981520116742,1
38.856233370080794,-76.9836745669232,1
38.8563299741515,-76.9708860792533,7
38.85633875206371,-76.9699759054698,1
38.856414280809204,-76.9903452734334,4
38.856470124139,-76.9578325440692,2
38.8565477391089,-76.978029119176,1
38.8566173883801,-76.9676369873348,2
38.856737208439604,-76.97964202967229,1
38.856841083762,-76.96256754773259,1
38.8568587597623,-76.9615191068843,1
38.8568825255605,-76.9882368251803,6
38.8568999066094,-76.9830637891802,1
38.8569501610636,-76.9657473529864,2
38.85697301576,-76.99339832742021,4
38.857124884901204,-76.9815314071127,5
38.8572382533465,-76.9651481078018,2
38.857273815981294,-76.9636042371736,6
38.8572955305754,-76.9785243047244,1
38.85729647121239,-76.9844577718984,1
38.8573017201385,-76.9665421538039,4
38.857303704928604,-76.9743881565177,6
38.857325528292996,-76.9567490363632,1
38.857441564352996,-76.99578319716609,12
38.8574592723127,-76.9905179519173,7
38.85748347881611,-76.9726483717148,10
38.8575002203806,-76.96765962971291,2
38.857602813614996,-76.9848839949733,1
38.8576487900155,-76.99678554260629,6
38.8577471232759,-76.98630109275959,2
38.857803761094395,-76.9589262871924,1
38.8578664423513,-76.9578662833355,1
38.8579184288281,-76.9876029776646,2
38.857982154098,-76.95415632171591,1
38.85805035568539,-76.9699867069184,3
38.8581883848857,-76.9850682140015,1
38.858224655200296,-76.98704989508309,2
38.8582433252975,-76.9961057503617,2
38.858265261666105,-76.9653089066766,4
38.8583146417538,-76.98619729069691,2
38.858345229151205,-76.9617602562823,1
38.8583467137545,-76.9665992712941,3
38.858414312316604,-76.9925456048703,2
38.8584591690185,-76.99005695974441,4
38.8585597800934,-76.9570132829858,2
38.8585766791612,-76.9976956995118,4
38.858595177928,-76.9553196001745,1
38.8586301028054,-76.9876835046358,1
38.8586613160207,-76.9642602561392,1
38.8586936208207,-76.99332903915179,2
38.8587111341186,-76.9872687157803,3
38.8588555268644,-76.9530381705175,1
38.858876202336795,-76.9601930407637,2
38.85888565118329,-76.9615064925786,2
38.858999972186496,-76.9945848617361,2
